광역시도,해경서,발생일자,발생요일,사고유형,장소,사고원인,위험구역지정
충청남도,평택,2018-06-02,토요일,고립,갯바위,부주의,없음
강원도,동해,2018-06-02,토요일,추락,테트라포드,부주의,없음
경기도,평택,2018-06-03,일요일,추락,해안가,부주의,없음
충청남도,태안,2018-06-03,일요일,기타,갯벌,부주의,없음
인천광역시,인천,2018-06-03,일요일,고립,기타,부주의,없음
전라남도,목포,2018-06-04,월요일,추락,해안가,자살,없음
인천광역시,인천,2018-06-04,월요일,기타익수,항포구,음주,없음
부산광역시,부산,2018-06-04,월요일,기타익수,해수욕장,자살,없음
경상남도,통영,2018-06-06,수요일,추락익수,해안가,음주,없음
강원도,동해,2018-06-06,수요일,수중레저익수,해양,안전미준수,없음
제주특별자치도,제주,2018-06-09,토요일,기타익수,해안가,부주의,없음
전라북도,군산,2018-06-09,토요일,고립,갯바위,타인부주의,없음
강원도,속초,2018-06-09,토요일,수중레저익수,해양,부주의,없음
경상남도,통영,2018-06-09,토요일,추락익수,갯바위,부주의,없음
제주특별자치도,제주,2018-06-09,토요일,표류,해안가,기상불량,없음
전라북도,부안,2018-06-10,일요일,기타,갯바위,부주의,없음
제주특별자치도,제주,2018-06-11,월요일,고립,갯바위,조석 미인지,없음
제주특별자치도,제주,2018-06-12,화요일,수상레저익수,해양,수영미숙,없음
부산광역시,창원,2018-06-12,화요일,추락익수,해양,부주의,없음
충청남도,태안,2018-06-13,수요일,추락,갯바위,안전미준수,없음
울산광역시,울산,2018-06-13,수요일,기타익수,해안가,부주의,없음
충청남도,태안,2018-06-13,수요일,고립,갯바위,부주의,없음
전라남도,완도,2018-06-13,수요일,추락익수,기타,자살,없음
전라북도,부안,2018-06-14,목요일,고립,기타,부주의,없음
부산광역시,부산,2018-06-15,금요일,기타익수,기타,음주,없음
제주특별자치도,제주,2018-06-15,금요일,수상레저익수,해안가,부주의,없음
제주특별자치도,제주,2018-06-15,금요일,수상레저익수,해안가,부주의,없음
제주특별자치도,제주,2018-06-15,금요일,수상레저익수,해안가,부주의,없음
울산광역시,울산,2018-06-16,토요일,기타익수,항포구,부주의,없음
경상북도,포항,2018-06-16,토요일,추락익수,항포구,음주,없음
전라남도,여수,2018-06-16,토요일,기타익수,해양,부주의,없음
인천광역시,인천,2018-06-16,토요일,수상레저익수,해안가,부주의,없음
전라남도,목포,2018-06-17,일요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-06-17,일요일,고립,갯바위,조석 미인지,없음
울산광역시,울산,2018-06-18,월요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-06-19,화요일,수중산업익수,해양,부주의,없음
전라북도,군산,2018-06-19,화요일,추락,테트라포드,음주,없음
전라남도,완도,2018-06-19,화요일,추락익수,항포구,자살,없음
제주특별자치도,제주,2018-06-20,수요일,기타익수,항포구,음주,없음
충청남도,태안,2018-06-20,수요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-06-20,수요일,기타익수,해안가,자살,없음
제주특별자치도,서귀포,2018-06-21,목요일,고립,기타,기상불량,없음
제주특별자치도,서귀포,2018-06-21,목요일,표류,해안가,부주의,없음
전라남도,완도,2018-06-21,목요일,고립익수,갯벌,조석 미인지,없음
제주특별자치도,제주,2018-06-22,금요일,수상레저익수,방파제,부주의,없음
제주특별자치도,서귀포,2018-06-23,토요일,수중산업익수,해안가,부주의,없음
울산광역시,울산,2018-06-23,토요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-06-23,토요일,기타익수,해안가,운전 부주의,없음
부산광역시,부산,2018-06-23,토요일,기타익수,항포구,부주의,없음
인천광역시,인천,2018-06-23,토요일,고립,해안가,조석 미인지,없음
부산광역시,부산,2018-06-23,토요일,기타익수,해양,질병,없음
부산광역시,부산,2018-06-23,토요일,기타익수,기타,자살,없음
충청남도,태안,2018-06-23,토요일,표류,해안가,부주의,없음
제주특별자치도,서귀포,2018-06-24,일요일,고립,갯바위,기상불량,없음
제주특별자치도,제주,2018-06-24,일요일,기타,방파제,부주의,없음
경상남도,창원,2018-06-24,일요일,추락익수,해안가,음주,없음
경상남도,창원,2018-06-24,일요일,기타익수,항포구,음주,없음
전라남도,여수,2018-06-24,일요일,추락익수,해양,자살,없음
전라북도,군산,2018-06-25,월요일,추락,방파제,부주의,없음
부산광역시,울산,2018-06-25,월요일,추락익수,항포구,부주의,없음
제주특별자치도,서귀포,2018-06-25,월요일,수상레저익수,해안가,기상불량,없음
인천광역시,인천,2018-06-25,월요일,기타익수,항포구,자살,없음
전라남도,목포,2018-06-25,월요일,기타익수,갯바위,자살,없음
전라북도,군산,2018-06-26,화요일,고립,갯바위,부주의,없음
부산광역시,부산,2018-06-26,화요일,추락익수,해양,자살,없음
부산광역시,부산,2018-06-27,수요일,기타익수,항포구,운전 부주의,없음
제주특별자치도,서귀포,2018-06-29,금요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-06-29,금요일,고립,갯바위,부주의,없음
전라남도,여수,2018-06-29,금요일,고립,갯벌,부주의,없음
경상남도,통영,2018-06-29,금요일,기타익수,해수욕장,자살,없음
경상북도,포항,2018-06-30,토요일,기타익수,기타,자살,없음
충청남도,보령,2018-06-30,토요일,고립,갯벌,부주의,없음
부산광역시,부산,2018-06-30,토요일,기타익수,해양,자살,없음
강원도,속초,2018-07-01,일요일,기타익수,해안가,부주의,없음
강원도,동해,2018-07-01,일요일,기타익수,해양,안전미준수,없음
경상남도,창원,2018-07-01,일요일,추락익수,항포구,운전 부주의,없음
제주특별자치도,제주,2018-07-02,월요일,기타익수,해안가,자살,없음
강원도,동해,2018-07-02,월요일,추락,갯바위,안전미준수,없음
강원도,동해,2018-07-03,화요일,기타익수,해양,수영미숙,없음
충청남도,평택,2018-07-03,화요일,고립,갯바위,조석 미인지,없음
강원도,속초,2018-07-05,목요일,추락익수,항포구,음주,없음
울산광역시,울산,2018-07-05,목요일,고립,갯바위,부주의,없음
경기도,평택,2018-07-06,금요일,추락익수,항포구,부주의,없음
충청남도,태안,2018-07-06,금요일,추락익수,항포구,부주의,없음
제주특별자치도,서귀포,2018-07-06,금요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-07-07,토요일,표류,해양,안전미준수,없음
전라남도,목포,2018-07-07,토요일,수중레저익수,해양,운전 부주의,없음
강원도,속초,2018-07-07,토요일,수상레저익수,해안가,부주의,없음
전라남도,목포,2018-07-07,토요일,추락익수,항포구,부주의,없음
강원도,속초,2018-07-07,토요일,수상레저익수,해안가,부주의,없음
강원도,동해,2018-07-07,토요일,기타익수,해안가,음주,없음
전라북도,군산,2018-07-07,토요일,고립,갯바위,부주의,없음
제주특별자치도,서귀포,2018-07-08,일요일,고립,갯바위,조석 미인지,없음
충청남도,보령,2018-07-08,일요일,표류,해수욕장,수영미숙,없음
제주특별자치도,제주,2018-07-09,월요일,고립,갯바위,조석 미인지,없음
제주특별자치도,제주,2018-07-09,월요일,수중산업익수,해안가,부주의,없음
전라북도,부안,2018-07-09,월요일,고립,해안가,음주,없음
경상북도,울진,2018-07-09,월요일,추락익수,항포구,부주의,없음
제주특별자치도,서귀포,2018-07-10,화요일,추락익수,해안가,기상불량,없음
제주특별자치도,제주,2018-07-10,화요일,기타,방파제,자살,없음
제주특별자치도,제주,2018-07-10,화요일,수상레저익수,해안가,부주의,없음
제주특별자치도,제주,2018-07-10,화요일,표류,해안가,부주의,없음
충청남도,보령,2018-07-10,화요일,고립,갯바위,조석 미인지,없음
경상남도,통영,2018-07-11,수요일,표류,해수욕장,부주의,없음
경상남도,통영,2018-07-11,수요일,수상산업익수,해안가,운전 부주의,없음
부산광역시,부산,2018-07-11,수요일,수중산업익수,해안가,부주의,없음
경상남도,통영,2018-07-11,수요일,표류,해수욕장,안전미준수,없음
경상북도,울진,2018-07-12,목요일,수상레저익수,해안가,부주의,없음
인천광역시,인천,2018-07-12,목요일,기타익수,해안가,부주의,없음
충청남도,보령,2018-07-12,목요일,고립,갯바위,조석 미인지,없음
전라남도,완도,2018-07-14,토요일,수상레저익수,해안가,안전미준수,없음
제주특별자치도,제주,2018-07-14,토요일,수상레저익수,해양,안전미준수,없음
강원도,동해,2018-07-14,토요일,기타익수,해양,안전미준수,없음
충청남도,태안,2018-07-14,토요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2018-07-14,토요일,고립,갯벌,조석 미인지,없음
강원도,속초,2018-07-14,토요일,수중레저익수,방파제,운전 부주의,없음
충청남도,보령,2018-07-14,토요일,고립,갯벌,해양장애물,없음
제주특별자치도,제주,2018-07-14,토요일,고립,갯바위,조석 미인지,없음
강원도,동해,2018-07-14,토요일,수상레저익수,갯바위,음주,없음
충청남도,보령,2018-07-14,토요일,수상레저익수,해수욕장,부주의,없음
충청남도,보령,2018-07-14,토요일,추락익수,항포구,자살,없음
인천광역시,인천,2018-07-14,토요일,기타익수,해안가,자살,없음
인천광역시,인천,2018-07-14,토요일,고립,무인도서,조석 미인지,없음
인천광역시,인천,2018-07-15,일요일,고립,갯바위,기상불량,없음
충청남도,태안,2018-07-15,일요일,고립,갯바위,부주의,없음
전라남도,목포,2018-07-15,일요일,추락익수,항포구,음주,없음
전라남도,목포,2018-07-15,일요일,고립,해안가,부주의,없음
부산광역시,부산,2018-07-15,일요일,기타,해안가,운전 부주의,없음
경상북도,포항,2018-07-15,일요일,표류,해안가,부주의,없음
전라남도,목포,2018-07-16,월요일,고립,해안가,부주의,없음
충청남도,평택,2018-07-16,월요일,고립,해안가,부주의,없음
충청남도,태안,2018-07-16,월요일,고립,갯바위,조석 미인지,없음
경상북도,울진,2018-07-16,월요일,추락,테트라포드,음주,없음
울산광역시,울산,2018-07-16,월요일,추락익수,해안가,자살,없음
경상북도,울진,2018-07-16,월요일,수상레저익수,해안가,음주,없음
부산광역시,부산,2018-07-16,월요일,기타익수,해안가,음주,없음
경상남도,창원,2018-07-16,월요일,기타익수,항포구,음주,없음
인천광역시,인천,2018-07-17,화요일,기타,해수욕장,자살,없음
인천광역시,인천,2018-07-17,화요일,고립,해안가,조석 미인지,없음
인천광역시,인천,2018-07-17,화요일,추락익수,해안가,부주의,없음
전라남도,여수,2018-07-18,수요일,추락익수,방파제,음주,없음
인천광역시,인천,2018-07-18,수요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-07-19,목요일,추락익수,항포구,자살,없음
울산광역시,울산,2018-07-21,토요일,추락익수,해양,부주의,없음
울산광역시,울산,2018-07-21,토요일,표류,항포구,부주의,없음
경상북도,포항,2018-07-21,토요일,표류,해안가,부주의,없음
울산광역시,울산,2018-07-21,토요일,수중산업익수,해안가,안전미준수,없음
경상남도,통영,2018-07-21,토요일,추락익수,해안가,음주,없음
인천광역시,인천,2018-07-21,토요일,수상레저익수,해수욕장,수영미숙,없음
경상남도,창원,2018-07-21,토요일,수상레저익수,해수욕장,수영미숙,없음
충청남도,태안,2018-07-21,토요일,고립익수,갯바위,부주의,없음
경상남도,창원,2018-07-21,토요일,수상레저익수,해수욕장,수영미숙,없음
인천광역시,인천,2018-07-22,일요일,고립,갯벌,조석 미인지,없음
인천광역시,인천,2018-07-22,일요일,표류,해수욕장,안전미준수,없음
경상남도,통영,2018-07-22,일요일,기타익수,해안가,음주,없음
인천광역시,인천,2018-07-22,일요일,기타익수,해수욕장,안전미준수,없음
경상북도,포항,2018-07-22,일요일,추락익수,해안가,자살,없음
울산광역시,울산,2018-07-22,일요일,표류,해수욕장,부주의,없음
부산광역시,창원,2018-07-22,일요일,표류,해양,부주의,없음
제주특별자치도,제주,2018-07-22,일요일,수상레저익수,해양,안전미준수,없음
부산광역시,부산,2018-07-22,일요일,기타익수,해수욕장,기상불량,없음
충청남도,태안,2018-07-22,일요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-07-22,일요일,표류,해수욕장,안전미준수,없음
울산광역시,울산,2018-07-22,일요일,표류,해안가,수영미숙,없음
부산광역시,부산,2018-07-22,일요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-07-22,일요일,기타익수,해안가,음주,없음
강원도,동해,2018-07-23,월요일,표류,해양,수영미숙,없음
제주특별자치도,서귀포,2018-07-23,월요일,추락익수,갯바위,기상불량,없음
제주특별자치도,제주,2018-07-24,화요일,표류,해안가,부주의,없음
경상남도,통영,2018-07-24,화요일,추락익수,방파제,안전미준수,없음
제주특별자치도,제주,2018-07-24,화요일,수상레저익수,해수욕장,부주의,없음
부산광역시,부산,2018-07-24,화요일,기타,해양,운전 부주의,없음
인천광역시,인천,2018-07-24,화요일,수상레저익수,해수욕장,수영미숙,없음
인천광역시,인천,2018-07-25,수요일,기타익수,해안가,자살,없음
제주특별자치도,제주,2018-07-25,수요일,추락익수,항포구,부주의,없음
제주특별자치도,서귀포,2018-07-25,수요일,고립,갯바위,운전 부주의,없음
경상남도,여수,2018-07-26,목요일,수상레저익수,해안가,음주,없음
전라남도,완도,2018-07-27,금요일,추락익수,항포구,자살,없음
인천광역시,인천,2018-07-28,토요일,수상레저익수,해양,수영미숙,없음
전라북도,부안,2018-07-28,토요일,표류,갯벌,부주의,없음
전라남도,여수,2018-07-28,토요일,기타익수,항포구,음주,없음
제주특별자치도,제주,2018-07-28,토요일,기타익수,해수욕장,운전 부주의,없음
전라북도,부안,2018-07-28,토요일,기타익수,해안가,부주의,없음
인천광역시,인천,2018-07-29,일요일,표류,해양,안전미준수,없음
부산광역시,부산,2018-07-29,일요일,추락익수,항포구,음주,없음
인천광역시,인천,2018-07-29,일요일,표류,해수욕장,안전미준수,없음
인천광역시,인천,2018-07-29,일요일,표류,해안가,부주의,없음
강원도,동해,2018-07-29,일요일,표류,해양,기상불량,없음
인천광역시,인천,2018-07-29,일요일,표류,해수욕장,안전미준수,없음
인천광역시,인천,2018-07-29,일요일,수상레저익수,해수욕장,수영미숙,없음
제주특별자치도,제주,2018-07-29,일요일,기타익수,해안가,운전 부주의,없음
울산광역시,울산,2018-07-29,일요일,표류,방파제,부주의,없음
인천광역시,인천,2018-07-29,일요일,표류,해양,안전미준수,없음
경상남도,창원,2018-07-29,일요일,기타익수,해안가,수영미숙,없음
부산광역시,부산,2018-07-29,일요일,기타익수,해양,기상불량,없음
인천광역시,인천,2018-07-29,일요일,수상레저익수,해수욕장,수영미숙,없음
제주특별자치도,제주,2018-07-29,일요일,수상레저익수,해안가,부주의,없음
부산광역시,부산,2018-07-29,일요일,추락익수,항포구,부주의,없음
전라북도,군산,2018-07-29,일요일,추락,방파제,부주의,없음
부산광역시,울산,2018-07-29,일요일,추락익수,테트라포드,부주의,없음
제주특별자치도,서귀포,2018-07-30,월요일,고립,갯바위,조석 미인지,없음
충청남도,평택,2018-07-30,월요일,기타익수,해양,음주,없음
강원도,동해,2018-07-30,월요일,표류,해양,기상불량,없음
강원도,동해,2018-07-30,월요일,표류,해양,기상불량,없음
강원도,동해,2018-07-30,월요일,표류,해수욕장,안전미준수,없음
경상남도,통영,2018-07-30,월요일,기타익수,해수욕장,수영미숙,없음
경상남도,통영,2018-07-30,월요일,표류,해수욕장,수영미숙,없음
인천광역시,인천,2018-07-30,월요일,수상레저익수,해안가,안전미준수,없음
제주특별자치도,제주,2018-07-30,월요일,기타익수,해수욕장,부주의,없음
경상북도,포항,2018-07-30,월요일,수상레저익수,해안가,부주의,없음
경상남도,통영,2018-07-30,월요일,표류,해수욕장,기상불량,없음
제주특별자치도,서귀포,2018-07-31,화요일,추락익수,항포구,부주의,없음
전라남도,완도,2018-07-31,화요일,추락익수,항포구,부주의,없음
경상남도,통영,2018-07-31,화요일,표류,해수욕장,부주의,없음
경상북도,울진,2018-07-31,화요일,표류,해안가,부주의,없음
강원도,동해,2018-07-31,화요일,표류,해양,부주의,없음
강원도,동해,2018-07-31,화요일,표류,해양,안전미준수,없음
경상남도,통영,2018-07-31,화요일,표류,해수욕장,안전미준수,없음
경상남도,창원,2018-07-31,화요일,기타익수,해양,수영미숙,없음
경상북도,포항,2018-08-01,수요일,표류,해안가,부주의,없음
강원도,속초,2018-08-01,수요일,수상레저익수,해안가,수영미숙,없음
경상북도,포항,2018-08-01,수요일,표류,해수욕장,부주의,없음
경상남도,통영,2018-08-01,수요일,기타익수,해수욕장,부주의,없음
전라남도,완도,2018-08-01,수요일,수상레저익수,해안가,부주의,없음
전라남도,목포,2018-08-01,수요일,수상레저익수,해수욕장,수영미숙,없음
제주특별자치도,서귀포,2018-08-01,수요일,추락익수,항포구,부주의,없음
충청남도,태안,2018-08-01,수요일,기타익수,해안가,부주의,없음
경상남도,통영,2018-08-01,수요일,고립,갯바위,조석 미인지,없음
경상북도,포항,2018-08-02,목요일,수상레저익수,해안가,음주,없음
제주특별자치도,제주,2018-08-02,목요일,추락,갯바위,부주의,없음
충청남도,태안,2018-08-02,목요일,표류,해안가,부주의,없음
경상북도,포항,2018-08-02,목요일,추락,테트라포드,음주,없음
경상북도,포항,2018-08-02,목요일,수상레저익수,해수욕장,음주,없음
전라남도,목포,2018-08-02,목요일,표류,해안가,기상불량,없음
경상남도,창원,2018-08-02,목요일,수상레저익수,해수욕장,수영미숙,없음
경상북도,포항,2018-08-02,목요일,표류,해안가,부주의,없음
경기도,평택,2018-08-03,금요일,기타익수,해안가,음주,없음
경기도,평택,2018-08-03,금요일,수상레저익수,해안가,음주,없음
전라남도,완도,2018-08-03,금요일,기타익수,해수욕장,부주의,없음
경상남도,통영,2018-08-03,금요일,추락익수,갯바위,안전미준수,없음
부산광역시,부산,2018-08-03,금요일,추락익수,항포구,음주,없음
제주특별자치도,제주,2018-08-03,금요일,기타익수,방파제,자살,없음
경상북도,포항,2018-08-03,금요일,표류,해안가,부주의,없음
전라남도,완도,2018-08-03,금요일,기타익수,해수욕장,부주의,없음
전라북도,군산,2018-08-03,금요일,표류,해안가,부주의,없음
부산광역시,부산,2018-08-04,토요일,기타익수,해수욕장,부주의,없음
전라북도,군산,2018-08-04,토요일,기타,해안가,부주의,없음
경기도,평택,2018-08-04,토요일,기타익수,해양,운전 부주의,없음
부산광역시,부산,2018-08-04,토요일,수상레저익수,해안가,운전 부주의,없음
인천광역시,인천,2018-08-04,토요일,고립,갯벌,조석 미인지,없음
강원도,동해,2018-08-04,토요일,수상레저익수,해수욕장,수영미숙,없음
제주특별자치도,제주,2018-08-04,토요일,기타익수,해수욕장,수영미숙,없음
인천광역시,인천,2018-08-04,토요일,수상레저익수,해수욕장,안전미준수,없음
인천광역시,인천,2018-08-04,토요일,수상레저익수,해수욕장,수영미숙,없음
인천광역시,인천,2018-08-04,토요일,고립,갯벌,부주의,없음
제주특별자치도,제주,2018-08-05,일요일,수상레저익수,해수욕장,안전미준수,없음
경상남도,창원,2018-08-05,일요일,수상레저익수,해수욕장,수영미숙,없음
전라남도,완도,2018-08-05,일요일,기타익수,항포구,자살,없음
경상북도,포항,2018-08-05,일요일,표류,해안가,부주의,없음
부산광역시,울산,2018-08-05,일요일,표류,해안가,수영미숙,없음
경상북도,포항,2018-08-05,일요일,수중레저익수,해양,부주의,없음
경상남도,통영,2018-08-06,월요일,표류,해수욕장,부주의,없음
경상남도,창원,2018-08-06,월요일,추락익수,항포구,음주,없음
전라북도,부안,2018-08-06,월요일,표류,해안가,부주의,없음
충청남도,평택,2018-08-07,화요일,기타익수,해양,자살,없음
경상북도,포항,2018-08-07,화요일,표류,해안가,부주의,없음
전라남도,목포,2018-08-07,화요일,기타,해안가,부주의,없음
강원도,동해,2018-08-07,화요일,수상레저익수,해양,기상불량,없음
부산광역시,부산,2018-08-07,화요일,기타익수,방파제,수영미숙,없음
제주특별자치도,서귀포,2018-08-07,화요일,표류,해수욕장,수영미숙,없음
울산광역시,울산,2018-08-07,화요일,기타익수,해수욕장,음주,없음
인천광역시,인천,2018-08-07,화요일,수상레저익수,해안가,조석 미인지,없음
경상남도,통영,2018-08-07,화요일,표류,해수욕장,기상불량,없음
강원도,동해,2018-08-07,화요일,수상레저익수,해수욕장,기상불량,없음
부산광역시,울산,2018-08-08,수요일,수상레저익수,해안가,수영미숙,없음
경상북도,포항,2018-08-08,수요일,표류,해안가,부주의,없음
경상북도,포항,2018-08-09,목요일,수상레저익수,해안가,부주의,없음
전라남도,완도,2018-08-09,목요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-08-09,목요일,기타익수,기타,자살,없음
인천광역시,인천,2018-08-09,목요일,고립,해양,부주의,없음
제주특별자치도,서귀포,2018-08-10,금요일,수상레저익수,해안가,수영미숙,없음
인천광역시,인천,2018-08-10,금요일,수상레저익수,해수욕장,수영미숙,없음
부산광역시,부산,2018-08-10,금요일,기타익수,항포구,부주의,없음
부산광역시,부산,2018-08-10,금요일,추락익수,항포구,부주의,없음
충청남도,태안,2018-08-11,토요일,고립,갯벌,운전 부주의,없음
강원도,속초,2018-08-11,토요일,수상레저익수,해안가,음주,없음
경기도,평택,2018-08-11,토요일,고립익수,무인도서,부주의,없음
충청남도,태안,2018-08-11,토요일,기타익수,해안가,부주의,없음
인천광역시,인천,2018-08-11,토요일,고립,갯바위,조석 미인지,없음
부산광역시,울산,2018-08-11,토요일,수중레저익수,해안가,부주의,없음
강원도,속초,2018-08-11,토요일,수상레저익수,해수욕장,수영미숙,없음
충청남도,태안,2018-08-11,토요일,수상레저익수,해수욕장,음주,없음
인천광역시,인천,2018-08-12,일요일,수상레저익수,해수욕장,수영미숙,없음
전라남도,목포,2018-08-12,일요일,표류,해수욕장,부주의,없음
경상남도,통영,2018-08-12,일요일,수상레저익수,해수욕장,부주의,없음
전라북도,군산,2018-08-12,일요일,표류,해수욕장,부주의,없음
충청남도,평택,2018-08-12,일요일,고립익수,해안가,조석 미인지,없음
인천광역시,인천,2018-08-13,월요일,수상레저익수,해수욕장,부주의,없음
충청남도,태안,2018-08-13,월요일,표류,해수욕장,부주의,없음
부산광역시,부산,2018-08-13,월요일,수상레저익수,해안가,부주의,없음
경상남도,통영,2018-08-13,월요일,표류,해수욕장,기상불량,없음
강원도,동해,2018-08-13,월요일,수상레저익수,해수욕장,수영미숙,없음
충청남도,태안,2018-08-13,월요일,고립,해수욕장,부주의,없음
부산광역시,부산,2018-08-13,월요일,기타익수,해안가,음주,없음
전라남도,목포,2018-08-13,월요일,기타익수,해안가,부주의,없음
전라남도,여수,2018-08-13,월요일,기타익수,해양,자살,없음
전라남도,여수,2018-08-13,월요일,추락익수,항포구,부주의,없음
제주특별자치도,제주,2018-08-13,월요일,수상레저익수,해수욕장,부주의,없음
경상남도,통영,2018-08-13,월요일,표류,해수욕장,부주의,없음
제주특별자치도,서귀포,2018-08-13,월요일,수상레저익수,해수욕장,수영미숙,없음
제주특별자치도,서귀포,2018-08-13,월요일,기타익수,해안가,부주의,없음
경상남도,통영,2018-08-14,화요일,추락익수,항포구,운전 부주의,없음
강원도,속초,2018-08-14,화요일,수상레저익수,해수욕장,부주의,없음
경상남도,통영,2018-08-14,화요일,수상레저익수,해수욕장,부주의,없음
전라남도,완도,2018-08-14,화요일,고립,해수욕장,부주의,없음
부산광역시,부산,2018-08-14,화요일,추락익수,갯바위,자살,없음
전라남도,목포,2018-08-14,화요일,고립,갯벌,부주의,없음
충청남도,태안,2018-08-15,수요일,고립,갯벌,부주의,없음
인천광역시,인천,2018-08-15,수요일,기타익수,해안가,수영미숙,없음
울산광역시,울산,2018-08-15,수요일,기타익수,갯바위,음주,없음
충청남도,태안,2018-08-15,수요일,기타익수,해수욕장,부주의,없음
경상북도,포항,2018-08-15,수요일,수상레저익수,해안가,음주,없음
전라남도,여수,2018-08-15,수요일,기타익수,해안가,부주의,없음
전라남도,여수,2018-08-15,수요일,고립,해안가,조석 미인지,없음
인천광역시,인천,2018-08-15,수요일,고립,무인도서,조석 미인지,없음
인천광역시,인천,2018-08-15,수요일,표류,해안가,부주의,없음
부산광역시,부산,2018-08-15,수요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-08-15,수요일,수상레저익수,해수욕장,부주의,없음
경상북도,울진,2018-08-16,목요일,표류,해양,부주의,없음
충청남도,보령,2018-08-16,목요일,고립,갯바위,조석 미인지,없음
제주특별자치도,제주,2018-08-16,목요일,기타익수,항포구,자살,없음
경상남도,통영,2018-08-16,목요일,표류,해수욕장,기상불량,없음
부산광역시,부산,2018-08-17,금요일,기타익수,해안가,부주의,없음
인천광역시,인천,2018-08-17,금요일,기타익수,해안가,수영미숙,없음
부산광역시,부산,2018-08-17,금요일,기타익수,해안가,부주의,없음
경상북도,포항,2018-08-17,금요일,수상레저익수,해안가,기상불량,없음
강원도,속초,2018-08-17,금요일,기타익수,해안가,안전미준수,없음
전라남도,목포,2018-08-17,금요일,기타익수,해양,부주의,없음
경상남도,통영,2018-08-17,금요일,기타익수,해수욕장,부주의,없음
경상남도,통영,2018-08-17,금요일,표류,해수욕장,부주의,없음
강원도,속초,2018-08-17,금요일,추락,테트라포드,부주의,없음
전라북도,군산,2018-08-17,금요일,고립,갯바위,부주의,없음
인천광역시,인천,2018-08-18,토요일,고립,해안가,기상불량,없음
경상북도,울진,2018-08-18,토요일,표류,해양,기상불량,없음
강원도,동해,2018-08-18,토요일,표류,해수욕장,기상불량,없음
부산광역시,부산,2018-08-18,토요일,추락익수,항포구,자살,없음
강원도,동해,2018-08-18,토요일,기타익수,해수욕장,기상불량,없음
충청남도,태안,2018-08-18,토요일,추락익수,해안가,부주의,없음
경상북도,포항,2018-08-18,토요일,수상레저익수,해수욕장,기상불량,없음
경상북도,울진,2018-08-18,토요일,추락익수,갯바위,기상불량,없음
경상북도,포항,2018-08-18,토요일,표류,해안가,기상불량,없음
전라북도,군산,2018-08-19,일요일,추락익수,항포구,부주의,없음
경상북도,포항,2018-08-19,일요일,수상레저익수,해안가,기상불량,없음
부산광역시,부산,2018-08-19,일요일,추락익수,항포구,음주,없음
울산광역시,울산,2018-08-19,일요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-08-19,일요일,고립익수,갯바위,부주의,없음
충청남도,태안,2018-08-19,일요일,기타익수,해수욕장,부주의,없음
경상남도,통영,2018-08-20,월요일,추락익수,항포구,부주의,없음
제주특별자치도,제주,2018-08-20,월요일,기타,항포구,안전미준수,없음
충청남도,태안,2018-08-20,월요일,표류,해안가,부주의,없음
부산광역시,부산,2018-08-22,수요일,기타익수,테트라포드,자살,없음
제주특별자치도,서귀포,2018-08-22,수요일,추락익수,해안가,부주의,없음
울산광역시,울산,2018-08-23,목요일,기타익수,항포구,안전미준수,없음
제주특별자치도,제주,2018-08-24,금요일,기타익수,해안가,자살,없음
경기도,평택,2018-08-25,토요일,고립익수,갯벌,부주의,없음
제주특별자치도,제주,2018-08-25,토요일,표류,해수욕장,부주의,없음
경상남도,통영,2018-08-25,토요일,기타익수,해안가,음주,없음
인천광역시,인천,2018-08-25,토요일,추락익수,해양,음주,없음
강원도,동해,2018-08-25,토요일,표류,해양,기상불량,없음
강원도,속초,2018-08-25,토요일,추락,방파제,부주의,없음
전라남도,여수,2018-08-25,토요일,추락익수,항포구,운전 부주의,없음
경상북도,포항,2018-08-25,토요일,표류,해안가,기상불량,없음
충청남도,평택,2018-08-25,토요일,추락익수,항포구,음주,없음
경상북도,포항,2018-08-25,토요일,표류,해안가,기상불량,없음
전라남도,여수,2018-08-25,토요일,고립,무인도서,기상불량,없음
인천광역시,인천,2018-08-26,일요일,기타익수,해양,수영미숙,없음
충청남도,태안,2018-08-26,일요일,표류,해안가,부주의,없음
전라남도,여수,2018-08-26,일요일,고립,갯바위,운전 부주의,없음
경상북도,포항,2018-08-26,일요일,수중레저익수,해양,부주의,없음
인천광역시,인천,2018-08-26,일요일,기타익수,항포구,음주,없음
전라북도,부안,2018-08-26,일요일,기타,갯바위,부주의,없음
제주특별자치도,제주,2018-08-26,일요일,기타익수,방파제,자살,없음
전라남도,완도,2018-08-26,일요일,추락익수,갯바위,부주의,없음
